"","correctedCR","CR"
"341","IRIZARRY RA THE ROLE OF ACADEMIA IN DATA SCIENCE EDUCATION HARVARD DATA SCIENCE REVIEW 2 1 2020","IRIZARRY R A THE ROLE OF ACADEMIA IN DATA SCIENCE EDUCATION HARVARD DATA SCIENCE REVIEW 2 1 2020"
"342","IRIZARRY RA THE ROLE OF ACADEMIA IN DATA SCIENCE EDUCATION HARVARD DATA SCIENCE REVIEW 2 1 2020","IRIZARRY RA THE ROLE OF ACADEMIA IN DATA SCIENCE EDUCATION 2 1 2020"
"343","CASSEL B TOPI H STRENGTHENING DATA SCIENCE EDUCATION THROUGH COLLABORATION WORKSHOP REPORT 7-27-2016 2015","CASSEL L TOPI H STRENGTHENING DATA SCIENCE EDUCATION THROUGH COLLABORATION 2015"
"344","LEE VR ON RESEARCHING ACTIVITY TRACKING TO SUPPORT LEARNING A RETROSPECTIVE INFORMATION AND LEARNING SCIENCES 120 1-2 PP 133-154 2019","LEE VR ON RESEARCHING ACTIVITY TRACKING TO SUPPORT LEARNING A RETROSPECTIVE PP 133-154 2018"
"345","LEE VR WILKERSON MH LANOUETTE K A CALL FOR A HUMANISTIC STANCE TOWARD K–12 DATA SCIENCE EDUCATION EDUCATIONAL RESEARCHER 50 9 PP 664-672 2021","LEE V R WILKERSON M H LANOUETTE K A CALL FOR A HUMANISTIC STANCE TOWARD K-12 DATA SCIENCE EDUCATION EDUCATIONAL RESEARCHER 2021"
"346","LEE VR WILKERSON MH LANOUETTE K A CALL FOR A HUMANISTIC STANCE TOWARD K–12 DATA SCIENCE EDUCATION EDUCATIONAL RESEARCHER 50 9 PP 664-672 2021","LEE VR ET AL 2021 EDUCATIONAL RESEARCHER 50 9 PP 664-672"
"347","POTAPOV K VASALOU A LEE V MARSHALL P WHAT DO TEENS MAKE OF PERSONAL INFORMATICS PROCEEDINGS OF THE 2021 CHI CONFERENCE ON HUMAN FACTORS IN COMPUTING SYSTEMS 2021","POTAPOV K VASALOU A LEE VR MARSHALL P ACM CHI CONFERENCE ON HUMAN FACTORS IN COMPUTING SYSTEMS 2021"
"348","HAZZAN O RAGONIS N LAPIDOT T GUIDE TO TEACHING COMPUTER SCIENCE AN ACTIVITYBASED APPROACH 2020","HAZZAN O RAGONIS N LAPIDOT T DATA SCIENCE AND COMPUTER SCIENCE EDUCATION GUIDE TO TEACHING COMPUTER SCIENCE AN ACTIVITY-BASED APPROACH PP 95-117 2020"
"349","HAZZAN O RAGONIS N LAPIDOT T GUIDE TO TEACHING COMPUTER SCIENCE AN ACTIVITYBASED APPROACH 2020","MIKE K HAZZAN O DATA SCIENCE AND COMPUTER SCIENCE EDUCATION GUIDE TO TEACHING COMPUTER SCIENCE PP 95-117 2020"
"350","SALTZ J HECKMAN R BIG DATA SCIENCE EDUCATION A CASE STUDY OF A PROJECT-FOCUSED INTRODUCTORY COURSE THEMES IN SCIENCE AND TECHNOLOGY EDUCATION 8 2 PP 85-94 2016","SALTZ J HECKMAN R BIG DATA SCIENCE EDUCATION A CASE STUDY OF A PROJECTFOCUSED INTRODUCTORY COURSE THEMES IN SCI TECHNOL EDUC 8 PP 85-94 2015"
"351","SALTZ J HECKMAN R BIG DATA SCIENCE EDUCATION A CASE STUDY OF A PROJECT-FOCUSED INTRODUCTORY COURSE THEMES IN SCIENCE AND TECHNOLOGY EDUCATION 8 2 PP 85-94 2016","SALTZ J HECKMAN R BIG DATA SCIENCE EDUCATION A CASE STUDY OF A PROJECT-FOCUSED INTRODUCTORY COURSE THEMES SCI TECHNOL EDUC 8 2 PP 85-94 2016"
"352","SALTZ JS DEWAR NI HECKMAN R KEY CONCEPTS FOR A DATA SCIENCE ETHICS CURRICULUM PROCEEDINGS OF THE 49TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION PP 952-957 2018","SALTZ J S DEWAR N I HECKMAN R KEY CONCEPTS FOR A DATA SCIENCE ETHICS CURRICULUM ACM REFERENCE 2018"
"353","SALTZ JS DEWAR NI HECKMAN R KEY CONCEPTS FOR A DATA SCIENCE ETHICS CURRICULUM PROCEEDINGS OF THE 49TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION PP 952-957 2018","SALTZ JEFFREY S DEWAR NEIL I HECKMAN ROBERT KEY CONCEPTS FOR A DATA SCIENCE ETHICS CURRICULUM PROCEEDINGS OF THE 49TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION SIGCSE 2018 PP 952-957 2018"
"354","BART AC KAFURA D SHAFFER CA TILEVICH E RECONCILING THE PROMISE AND PRAGMATICS OF ENHANCING COMPUTING PEDAGOGY WITH DATA SCIENCE PROCEEDINGS OF THE 49TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION SIGCSE18 PP 1029-1034 2018","BART AUSTIN CORY KAFURA DENNIS G SHAFFER CLIFFORD A TILEVICH ELI RECONCILING THE PROMISE AND PRAGMATICS OF ENHANCING COMPUTING PEDAGOGY WITH DATA SCIENCE PROCEEDINGS OF THE 49TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION SIGCSE 2018 PP 1029-1034 2018"
"355","BART AC KAFURA D SHAFFER CA TILEVICH E RECONCILING THE PROMISE AND PRAGMATICS OF ENHANCING COMPUTING PEDAGOGY WITH DATA SCIENCE PROCEEDINGS OF THE 49TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION SIGCSE18 PP 1029-1034 2018","BART AC KAFURA D SHAFFER CA TILEVICH E RECONCILING THE PROMISE AND PRAGMATICS OF ENHANCING COMPUTING PEDAGOGY WITH DATA SCIENCE 49TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION PP 1029-1034 2018"
"356","BART AC TIBAU J KAFURA D SHAFFER CA TILEVICH E DESIGN AND EVALUATION OF A BLOCK-BASED ENVIRONMENT WITH A DATA SCIENCE CONTEXT IEEE TRANSACTIONS ON EMERGING TOPICS IN COMPUTING 8 1 PP 182-192 2017","BART A TIBAU J KAFURA D SHAFFER C TILEVICH E DESIGN AND EVALUATION OF A BLOCKBASED ENVIRONMENT WITH A DATA SCIENCE CONTEXT IEEE TRANSACTIONS ON EMERGING TOPICS IN COMPUTING 2017"
"357","HAYASHI C WHAT IS DATA SCIENCE FUNDAMENTAL CONCEPTS AND A HEURISTIC EXAMPLE PROCEEDINGS OF THE FIFTH CONFERENCE OF THE INTERNATIONAL FEDERATION OF CLASSIFICATION SOCIETIES IFCS-96 DATA SCIENCE CLASSIFICATION AND RELATED METHODS 1998","HAYASHI C WHAT IS DATA SCIENCE FUNDAMENTAL CONCEPTS AND A HEURISTIC EXAMPLE DATA SCIENCE CLASSIFICATION AND RELATED METHODS PP 40-51 1998"
"358","HAYASHI C WHAT IS DATA SCIENCE FUNDAMENTAL CONCEPTS AND A HEURISTIC EXAMPLE PROCEEDINGS OF THE FIFTH CONFERENCE OF THE INTERNATIONAL FEDERATION OF CLASSIFICATION SOCIETIES IFCS-96 DATA SCIENCE CLASSIFICATION AND RELATED METHODS 1998","HAYASHI C WHAT IS DATA SCIENCE  FUNDAMENTAL CONCEPTS AND A HEURISTIC EXAMPLE STUDIES IN CLASSIFICATION DATA ANALYSIS AND KNOWLEDGE ORGANIZATION PP 40-51 1998"
"359","HAYASHI C WHAT IS DATA SCIENCE FUNDAMENTAL CONCEPTS AND A HEURISTIC EXAMPLE PROCEEDINGS OF THE FIFTH CONFERENCE OF THE INTERNATIONAL FEDERATION OF CLASSIFICATION SOCIETIES IFCS-96 DATA SCIENCE CLASSIFICATION AND RELATED METHODS 1998","HAYASHI C YAJIMA K BOCK H H ET AL WHAT IS DATA SCIENCE FUNDAMENTAL CONCEPTS AND A HEURISTIC EXAMPLE PP 40-51 1998"
"360","MANIERI A ET AL DATA SCIENCE PROFESSIONAL UNCOVERED HOW THE EDISON PROJECT WILL CONTRIBUTE TO A WIDELY ACCEPTED PROFILE FOR DATA SCIENTISTS PP 588-593 2015","MANIERI A BREWER S RIESTRA R DEMCHENKO Y HEMMJE M WIKTORSKI T FREY J DATA SCIENCE PROFESSIONAL UNCOVERED HOW THE EDISON PROJECT WILL CONTRIBUTE TO A WIDELY ACCEPTED PROFILE FOR DATA SCIENTISTS CLOUD COMPUTING TECHNOLOGY AND SCIENCE CLOUDCOM 2015 IEEE 7TH INTERNATIONAL CONFERENCE ON 2015"
"361","MERRILL MD FIRST PRINCIPLES OF INSTRUCTION EDUCATIONAL TECHNOLOGY RESEARCH AND DEVELOPMENT 50 3 PP 43-59 2002","MERRILL MD FIRST PRINCIPLES OF INSTRUCTION ETR&D 50 3 PP 43-59 2002"
"362","MERRILL MD FIRST PRINCIPLES OF INSTRUCTION EDUCATIONAL TECHNOLOGY RESEARCH AND DEVELOPMENT 50 3 PP 43-59 2002","MERRILL M FIRST PRINCIPLES OF INSTRUCTION EDUCATIONAL TECHNOLOGY RESEARCH AND DEVELOPMENT 50 3 PP 43-59 2002"
"363","MERRILL MD FIRST PRINCIPLES OF INSTRUCTION EDUCATIONAL TECHNOLOGY RESEARCH AND DEVELOPMENT 50 3 PP 43-59 2002","MERRILL M FIRST PRINCIPLES OF INSTRUCTION EDUC TECH RES DEV 50 3 PP 43-59 2002"
"364","RAJ RK PARRISH A IMPAGLIAZZO J ROMANOWSKI CJ AHMED SA BENNETT CC DAVIS KC MCGETTRICK A PEREIRA TSM SUNDIN L DATA SCIENCE EDUCATION GLOBAL PERSPECTIVES AND CONVERGENCE IN PROCEEDINGS OF THE 2019 ACM CONFERENCE ON INNOVATION AND TECHNOLOGY IN COMPUTER SCIENCE EDUCATION PP 265-266 2019","RAJ R K PARRISH A IMPAGLIAZZO J ROMANOWSKI C J ALY AHMED S BENNETT C C DAVIS K C MCGETTRICK A PEREIRA T S M SUNDIN L DATA SCIENCE EDUCATION GLOBAL PERSPECTIVES AND CONVERGENCE PROCEEDINGS OF THE ACM CONFERENCE ON INNOVATION AND TECHNOLOGY IN COMPUTER SCIENCE EDUCATION PP 265-266 2019"
"365","RAJ RK PARRISH A IMPAGLIAZZO J ROMANOWSKI CJ AHMED SA BENNETT CC DAVIS KC MCGETTRICK A PEREIRA TSM SUNDIN L DATA SCIENCE EDUCATION GLOBAL PERSPECTIVES AND CONVERGENCE IN PROCEEDINGS OF THE 2019 ACM CONFERENCE ON INNOVATION AND TECHNOLOGY IN COMPUTER SCIENCE EDUCATION PP 265-266 2019","RAJ R K PARRISH A IMPAGLIAZZO J ROMANOWSKI C J AHMED S A BENNETT C C DAVIS K C MCGETTRICK A PEREIRA T S M SUNDIN L DATA SCIENCE EDUCATION GLOBAL PERSPECTIVES AND CONVERGENCE PROCEEDINGS OF THE 2019 ACM CONFERENCE ON INNOVATION AND TECHNOLOGY IN COMPUTER SCIENCE EDUCATION PP 265-266 2019"
"366","TRACTENBERG RE INSTITUTIONALIZING ETHICAL REASONING INTEGRATING THE ASAS ETHICAL GUIDELINES FOR PROFESSIONAL PRACTICE INTO COURSE PROGRAM AND CURRICULUM ETHICAL REASONING IN BIG DATA AN EXPLORATORY ANALYSIS 2016","TRACTENBERG R INSTITUTIONALIZING ETHICAL REASONING INTEGRATING THE ASAS ETHICAL GUIDELINES FOR PROFESSIONAL PRACTICE INTO COURSE PROGRAM AND CURRICULUM ETHICAL REASONING IN BIG DATA AN EXPLORATORY ANALYSIS 2016"
"367","TRACTENBERG R GERALD KF COLLMANN J EVIDENCE OF SUSTAINABLE LEARNING FROM THE MASTERY RUBRIC FOR ETHICAL REASONING EDUCATION SCIENCES 7 1 2016","TRACTENBERG R FITZGERALD K COLLMANN J EVIDENCE OF SUSTAINABLE LEARNING FROM THE MASTERY RUBRIC FOR ETHICAL REASONING EDUCATION SCIENCES 7 1 2016"
"368","GOULD R DATA LITERACY IS STATISTICAL LITERACY STATISTICS EDUCATION RESEARCH JOURNAL 16 1 PP 22-25 2017","GOULD R DATA LITERACY IS STATISTICAL LITERACY STAT EDUC RES J 16 1 PP 22-25 2017"
"369","LEE VR WILKERSON M DATA USE BY MIDDLE AND SECONDARY STUDENTS IN THE DIGITAL AGE A STATUS REPORT AND FUTURE PROSPECTS 2018","LEE V WILKERSON M DATA USE BY MIDDLE AND SECONDARY STUDENTS IN THE DIGITAL AGE A STATUS REPORT AND FUTURE PROSPECTS INSTRUCTIONAL TECHNOLOGY AND LEARNING SCIENCES FACULTY PUBLICATIONS PP 1-43 2018"
"370","DAVENPORT TH PATIL DJ DATA SCIENTIST THE SEXIEST JOB OF THE 21ST CENTURY HARVARD BUSINESS REVIEW 90 10 PP 70-76 2012","DAVENPORT TH PATIL DJ DATA SCIENTIST THE SEXIEST JOB OF THE TWENTY-FIRST CENTURY HARVARD BUSINESS REVIEW PP 70-76 2012"
"371","MILES MB HUBERMAN AM SALDANA J QUALITATIVE DATA ANALYSIS A METHODS SOURCEBOOK 2014","MILES M B HUBERMAN A M SALDA~NA J QUALITATIVE DATA ANALYSIS A METHODS SOURCE-BOOK 2014"
"372","MILES MB HUBERMAN AM SALDANA J QUALITATIVE DATA ANALYSIS A METHODS SOURCEBOOK 2014","MILES M B HUBERMAN A M SALDANA J QUALITATIVE DATA ANALYSIS 2014"
"373","MILES MB HUBERMAN AM SALDANA J QUALITATIVE DATA ANALYSIS A METHODS SOURCEBOOK 2014","MILES M SALADANA J HUBERMAN A QUALITATIVE DATA ANALYSIS A METHODS SOURCEBOOK 2014"
"374","NOBLE SU ALGORITHMS OF OPPRESSION HOW SEARCH ENGINES REINFORCE RACISM 2018","NOBLE S ALGORITHMS OF OPPRESSION HOW SEARCH ENGINES REINFORCE RACISM 2018"
"375","NOBLE SU ALGORITHMS OF OPPRESSION HOW SEARCH ENGINES REINFORCE RACISM 2018","NOBLE S U ALGORITHMS OF OPPRESSION HOW SEARCH ENGINES REINFORCE RACISM 2018"
"376","NOBLE SU ALGORITHMS OF OPPRESSION HOW SEARCH ENGINES REINFORCE RACISM 2018","NOBLE SAYA UMOJA ALGORITHMS OF OPPRESSION HOW SEARCH ENGINES REINFORCE RACISM 2018"
"377","SONG I-Y ZHU Y BIG DATA AND DATA SCIENCE WHAT SHOULD WE TEACH EXPERT SYSTEMS 33 4 PP 364-373 2016","SONG IY ZHU Y BIG DATA AND DATA SCIENCE WHAT SHOULD WE TEACH EXPERT SYSTEMS 33 4 PP 364-373 2016"
"378","SONG I-Y ZHU Y BIG DATA AND DATA SCIENCE WHAT SHOULD WE TEACH EXPERT SYSTEMS 33 4 PP 364-373 2016","SONG I ZHU Y J BIG DATA AND DATA SCIENCE WHAT SHOULD WE TEACH J EXPERT SYSTEMS 33 4 PP 364-373 2016"
"379","SONG I-Y ZHU Y BIG DATA AND DATA SCIENCE WHAT SHOULD WE TEACH EXPERT SYSTEMS 33 4 PP 364-373 2016","SONG I Y ZHU Y BIG DATA AND DATA SCIENCE WHAT SHOULD WE TEACH EXPERT SYSTEMS 33 4 PP 364-373 2016"
"380","SONG I-Y ZHU Y BIG DATA AND DATA SCIENCE WHAT SHOULD WE TEACH EXPERT SYSTEMS 33 4 PP 364-373 2016","SONG I ZHU Y BIG DATA AND DATA SCIENCE WHAT SHOULD WE TEACH EXPERT SYSTEMS 33 4 PP 364-373 2016"
"381","SONG I-Y ZHU Y BIG DATA AND DATA SCIENCE WHAT SHOULD WE TEACH EXPERT SYSTEMS 33 4 PP 364-373 2016","SONG IY ZHU YJ BIG DATA AND DATA SCIENCE WHAT SHOULD WE TEACH EXPERT SYSTEMS 33 4 PG-364–373 PP 364-373 2016"
"382","WILD CJ PFANNKUCH M STATISTICAL THINKING IN EMPIRICAL ENQUIRY INTERNATIONAL STATISTICAL REVIEW 67 PP 223-248 1999","WILD C J PFANNKUCH M STATISTICAL THINKING IN EMPIRICAL ENQUIRY INTERNATIONAL STATISTICAL REVIEW 67 3 PP 223-248 1999"
"383","WILD CJ PFANNKUCH M STATISTICAL THINKING IN EMPIRICAL ENQUIRY INTERNATIONAL STATISTICAL REVIEW 67 PP 223-248 1999","WILD C H PFANNKUCH M STATISTICAL THINKING IN EMPIRICAL ENQUIRY INTERNATIONAL STA-TISTICAL REVIEW PP 223-248 1999"
"384","WILD CJ PFANNKUCH M STATISTICAL THINKING IN EMPIRICAL ENQUIRY INTERNATIONAL STATISTICAL REVIEW 67 PP 223-248 1999","WILD C PFANNKUCH M STATISTICAL THINKING IN EMPIRICAL ENQUIRY INT STAT REV 67 PP 223-265 1999"
"385","BARGAGLIOTTI A FRANKLIN C ARNOLD P GOULD R JOHNSON S PEREZ L SPANGLER DA PRE-K-12 GUIDELINES FOR ASSESSMENT AND INSTRUCTION IN STATISTICS EDUCATION II GAISE II 2020","BARGAGLIOTTI A FRANKLIN C ARNOLD P ET AL PRE-K-12 GUIDELINES FOR ASSESSMENT AND INSTRUCTION IN STATISTICS EDUCATION II GAISE II A FRAMEWORK FOR STATISTICS AND DATA SCIENCE EDUCATION 2020"
"386","IRIZARRY RA THE ROLE OF ACADEMIA IN DATA SCIENCE EDUCATION HARVARD DATA SCIENCE REVIEW 2 1 2020","IRIZARRY RA THE ROLE OF ACADEMIA IN DATA SCIENCE EDUCATION HARVARD DATA SCIENCE REVIEW 2020"
"387","IRIZARRY RA THE ROLE OF ACADEMIA IN DATA SCIENCE EDUCATION HARVARD DATA SCIENCE REVIEW 2 1 2020","IRIZARRY RAFAELA THE ROLE OF ACADEMIA IN DATA SCIENCE EDUCATION HARVARD DATA SCI REV 2 1 2020"
"388","STANTON J INTRODUCTION TO DATA SCIENCE 2012","STANTON J M AN INTRODUCTION TO DATA SCIENCE 2012"
"389","STANTON J INTRODUCTION TO DATA SCIENCE 2012","STANTON J AN INTRODUCTION TO DATA SCIENCE 2012"
"390","VANCE EA USING TEAM-BASED LEARNING TO TEACH DATA SCIENCE JOURNAL OF STATISTICS AND DATA SCIENCE EDUCATION 29 PP 277-296 2021","VANCE E A USING TEAM-BASED LEARNING TO TEACH DATA SCIENCE JOURNAL OF STATISTICS AND DATA SCIENCE EDUCATION 29 3 PP 277-296 2021"
"391","ARNOLD P STATISTICAL INVESTIGATIVE QUESTIONS—AN ENQUIRY INTO POSING AND ANSWERING INVESTIGATIVE QUESTIONS FROM EXISTING DATA DOCTOR OF PHILOSOPHY THE UNIVERSITY OF AUCKLAND 2013","ARNOLD P M STATISTICAL INVESTIGATIVE QUESTIONS AN ENQUIRY INTO POSING AND ANSWER-ING INVESTIGATIVE QUESTIONS FROM EXISTING DATA 2013"
"392","ARNOLD P STATISTICAL INVESTIGATIVE QUESTIONS—AN ENQUIRY INTO POSING AND ANSWERING INVESTIGATIVE QUESTIONS FROM EXISTING DATA DOCTOR OF PHILOSOPHY THE UNIVERSITY OF AUCKLAND 2013","ARNOLD P STATISTICAL INVESTIGATIVE QUESTIONS – AN ENQUIRY INTO POSING AND ANSWERING INVESTIGATIVE QUESTIONS FROM EXISTING DATA DOCTOR OF PHILOSOPHY 2013"
"393","ARNOLD P STATISTICAL INVESTIGATIVE QUESTIONS—AN ENQUIRY INTO POSING AND ANSWERING INVESTIGATIVE QUESTIONS FROM EXISTING DATA DOCTOR OF PHILOSOPHY THE UNIVERSITY OF AUCKLAND 2013","ARNOLD PM STATISTICAL INVESTIGATIVE QUESTIONS—AN ENQUIRY INTO POSING AND ANSWERING INVESTIGATIVE QUESTIONS FROM EXISTING DATA DOCTOR OF PHILOSOPHY UNIV OF AUCKLAND 2013"
"394","BART A C TIBAU J TILEVICH E SHAER C A KAFURA D BLOCKPY AN OPEN ACCESS DATA-SCIENCE ENVIRONMENT FOR INTRODUCTORY PROGRAMMERS COMPUTER 50 PP 18-26 2017","BART AC TIBAU J TILEVICH E SHAFFER CA KAFURA D BLOCKPY AN OPEN ACCESS DATA-SCIENCE ENVIRONMENT FOR INTRODUCTORY PROGRAMMERS COMPUTER 50 5 PP 18-26 2017"
"395","BURKE J ESRIN D HANSEN M PARKER A RAMANATHAN N REDDY S SRIVASTAVA MB PARTICIPATORY SENSING WHITE PAPER CENTER FOR EMBEDDED NETWORKED SENSING UCLA ESCHOLARSHIP ORG/UC/ITEM/19H777QD 2006","BURKE J ESTRIN D HANSEN M PARKER A RAMANATHAN N REDDY S SRIVASTAVA M B PARTICIPATORY SENSING PAPER PRESENTED AT THE WORLD SENSOR WEB WORKSHOP 2006"
"396","BURKE J ESRIN D HANSEN M PARKER A RAMANATHAN N REDDY S SRIVASTAVA MB PARTICIPATORY SENSING WHITE PAPER CENTER FOR EMBEDDED NETWORKED SENSING UCLA ESCHOLARSHIP ORG/UC/ITEM/19H777QD 2006","BURKE J ESTRIN D HANSEN M PARKER A RAMANATHAN N REDDY S SRIVASTAVA MB PARTICIPATORY SENSING PROCEEDINGS OF WSW06 AT SENSYS 06 BOULDER CO ACM 2006"
"397","BURKE J ESRIN D HANSEN M PARKER A RAMANATHAN N REDDY S SRIVASTAVA MB PARTICIPATORY SENSING WHITE PAPER CENTER FOR EMBEDDED NETWORKED SENSING UCLA ESCHOLARSHIP ORG/UC/ITEM/19H777QD 2006","BURKE J ET AL PARTICIPATORY SENSING CENTER FOR EMBEDDED NETWORK SENSING 2006"
"398","DEMCHENKO Y BELLOUM A DELATT C LOOMIS C WIKTORSKI T SPEKSCHOOR E CUSTOMISABLE DATA SCIENCE EDUCATIONAL ENVIRONMENT FROM COMPETENCES MANAGEMENT AND CURRICULUM DESIGN TO VIRTUAL LABS ON-DEMAND PROCEEDINGS OF THE IEEE INTERNATIONAL CONFERENCE ON CLOUD COMPUTING TECHNOLOGY AND SCIENCE PP 363-368 2017","DEMCHENKO Y BELLOUM A DE LAAT C LOOMIS C WIKTORSKI T SPEKSCHOOR E CUSTOMISABLE DATA SCIENCE EDUCATIONAL ENVIRONMENT FROM COMPETENCES MANAGEMENT AND CURRICULUM DESIGN TO VIRTUAL LABS ON-DEMAND 2017 IEEE INTERNATIONAL CONFERENCE ON CLOUD COMPUTING TECHNOLOGY AND SCIENCE CLOUDCOM PP 363-368 2017"
"399","DEMCHENKO Y BELLOUM A DELATT C LOOMIS C WIKTORSKI T SPEKSCHOOR E CUSTOMISABLE DATA SCIENCE EDUCATIONAL ENVIRONMENT FROM COMPETENCES MANAGEMENT AND CURRICULUM DESIGN TO VIRTUAL LABS ON-DEMAND PROCEEDINGS OF THE IEEE INTERNATIONAL CONFERENCE ON CLOUD COMPUTING TECHNOLOGY AND SCIENCE PP 363-368 2017","DEMCHENKO Y BELLOUM A DE LAAT C LOOMIS C WIKTORSKI T SPEKSCHOOR E CUSTOMISABLE DATA SCIENCE EDUCATIONAL ENVIRONMENT FROM COMPETENCES MANAGEMENT AND CURRICULUM DESIGN TO VIRTUAL LABS ON-DEMAND PROC 4TH IEEE STC CC WORKSHOP ON CURRICULA AND TEACHING METHODS IN CLOUD COMPUTING BIG DATA AND DATA SCIENCE DTW2017 PART OF THE 9TH IEEE INTERNATIONAL CONFERENCE AND WORKSHOPS ON CLOUD COMPUTING TECHNOLOGY AND SCIENCE CLOUDCOM2017 2017"
"400","LINCOLN YS GUBA EG NATURALIST INQUIRY 1985","LINCOLN Y S GUBA E G NATURALISTIC INQUIRY 1985"
"401","LINCOLN YS GUBA EG NATURALIST INQUIRY 1985","LINCOLN Y GUBA E NATURALISTIC INQUIRY 1985"
"402","LINCOLN YS GUBA EG NATURALIST INQUIRY 1985","LINCOLN Y GUBA EG NATURALISTIC INQUIRY NATURALISTIC INQUIRY 1985"
"403","MANIERI A ET AL DATA SCIENCE PROFESSIONAL UNCOVERED HOW THE EDISON PROJECT WILL CONTRIBUTE TO A WIDELY ACCEPTED PROFILE FOR DATA SCIENTISTS PP 588-593 2015","MANIERI A BREWER S RIESTRA R DEMCHENKO Y HEMMJE M WIKTORSKI T FERRARI T FREY J DATA SCIENCE PROFESSIONAL UNCOVERED HOW THE EDISON PROJECT WILL CONTRIBUTE TO A WIDELY ACCEPTED PROFILE FOR DATA SCIENTISTS PP 588-593 2015"
"404","RAJ RK PARRISH A IMPAGLIAZZO J ROMANOWSKI CJ AHMED SA BENNETT CC DAVIS KC MCGETTRICK A PEREIRA TSM SUNDIN L DATA SCIENCE EDUCATION GLOBAL PERSPECTIVES AND CONVERGENCE IN PROCEEDINGS OF THE 2019 ACM CONFERENCE ON INNOVATION AND TECHNOLOGY IN COMPUTER SCIENCE EDUCATION PP 265-266 2019","RAJ RK PARRISH A IMPAGLIAZZO J ROMANOWSKI CJ AHMED SA BENNETT CC DAVIS KC MCGETTRICK A PEREIRA TSM SUNDIN L DATA SCIENCE EDUCATION GLOBAL PERSPECTIVES AND CONVERGENCE PROCEEDINGS OF THE 2019 ACM CONFERENCE ON INNOVATION AND TECHNOLOGY IN COMPUTER SCIENCE EDUCATION 2019"
"405","WU D RESEARCH ON DATA SCIENCE CURRICULUM CONFERENCE PRESENTATION 2019 ASSOCIATION FOR INFORMATION SCIENCE & TECHNOLOGY ANNUAL MEETING MELBOURNE AUSTRALIA 2019","WU D RESEARCH ON DATA SCIENCE CURRICULUM 2019"
"406","YAN D DAVIS GE A FIRST COURSE IN DATA SCIENCE JOURNAL OF STATISTICS EDUCATION 27 PP 99-109 2019","YAN D DAVIS G E A FIRST COURSE IN DATA SCIENCE J STATIST EDUCATION 27 PP 99-109 2019"
"407","YAN D DAVIS GE A FIRST COURSE IN DATA SCIENCE JOURNAL OF STATISTICS EDUCATION 27 PP 99-109 2019","YAN D DAVIS GE A FIRST COURSE IN DATA SCIENCE J STAT EDUC 27 2 PP 99-109 2019"
"408","YAN D DAVIS GE A FIRST COURSE IN DATA SCIENCE JOURNAL OF STATISTICS EDUCATION 27 PP 99-109 2019","YAN D DAVIS GE A FIRST COURSE IN DATA SCIENCE J STATIST EDUC 27 PP 99-109 2019"
"409","CURRICULUM FRAMEWORKS FOR INTRODUCTORY DATA SCIENCE THE INTERNATIONAL DATA SCIENCE IN SCHOOLS PROJECT 2019","CURRICULUM FRAMEWORKS FOR INTRODUCTORY DATA SCIENCE 2019"
"410","BARGAGLIOTTI A FRANKLIN C ARNOLD P GOULD R JOHNSON S PEREZ L SPANGLER DA PRE-K-12 GUIDELINES FOR ASSESSMENT AND INSTRUCTION IN STATISTICS EDUCATION II GAISE II 2020","BARGAGLIOTTI A FRANKLIN C ARNOLD P GOULD R JOHNSON S PEREZ L SPANGLER D PRE-K-12 GUIDELINES FOR ASSESSMENT AND INSTRUCTION IN STATISTICS EDUCATION GAISE REPORT II 2020"
"411","BARGAGLIOTTI A FRANKLIN C ARNOLD P GOULD R JOHNSON S PEREZ L SPANGLER DA PRE-K-12 GUIDELINES FOR ASSESSMENT AND INSTRUCTION IN STATISTICS EDUCATION II GAISE II 2020","BARGAGLIOTTI A FRANKLIN C ARNOLD P GOULD R JOHNSON S PEREZ L SPANGLER D PRE-K-12 GUIDELINES FOR ASSESSMENT AND INSTRUCTION IN STATISTICS EDUCATION GAISE REPORT II AMERICAN STATISTICAL ASSOCIATION AND NATIONAL COUNCIL OF TEACHERS OF MATHEMATICS 2020"
"412","FRANKLIN C BARGAGLIOTTI A INTRODUCING GAISE II A GUIDELINE FOR PRECOLLEGE STATISTICS AND DATA SCIENCE EDUCATION HARVARD DATA SCIENCE REVIEW 2 2020","FRANKLIN C BARGAGLIOTTI A INTRODUCING GAISE II A GUIDELINE FOR PRECOLLEGE STATISTICS AND DATA SCIENCE EDUCATION HARVARD DATA SCIENCE REVIEW 2 4 2020"
